Education,Income,Recency,Wine,Fruits,Meat,Fish,Sweets,Gold,DealsPurchases,Web,Catalog,Store,WebVisits,Promo3,Promo4,Promo5,Promo1,Promo2,Complain,Z_CostContact,Z_Revenue,Promo6,Age,Age_Range,Customer_For,WebConversionRate,Total_Spent,Total_Purchases,Adults,Dependents,Household_size,Is_Parent,Offers_Accepted,cluster
Postgraduate,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,36,Midlife,363.0,1.4,745,19,2,1,3,1,0,0
PhD,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,41,Midlife,305.0,1.0,264,11,2,1,3,1,0,0
Postgraduate,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,28,Early Adulthood,197.0,4.0,2157,21,2,0,2,0,5,1
Postgraduate,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,55,Pre-retirement,490.0,2.0,1526,22,2,1,3,1,4,1
Postgraduate,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,36,Midlife,631.0,0.2,69,5,2,1,3,1,0,3
Postgraduate,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,48,Middle Age,781.0,1.6666666666666667,1597,25,2,0,2,0,1,1
Basic,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,22,Young Adults,216.0,0.5,64,6,1,1,2,1,0,2
Postgraduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,30,Early Adulthood,778.0,0.75,497,12,2,1,3,1,0,3
Postgraduate,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,590.0,1.2,1067,15,1,1,2,1,0,0
Postgraduate,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,Midlife,237.0,0.2857142857142857,31,5,2,2,4,1,0,2
Postgraduate,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,40,Midlife,482.0,0.5714285714285714,211,9,2,2,4,1,0,3
PhD,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,38,Midlife,766.0,1.1666666666666667,877,21,2,1,3,1,2,0
Postgraduate,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,35,Midlife,717.0,0.125,11,3,2,1,3,1,0,2
PhD,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,31,Early Adulthood,609.0,2.3333333333333335,2034,24,2,0,2,0,4,1
Postgraduate,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,23,Young Adults,382.0,2.5,1991,18,1,0,1,0,4,1
PhD,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,52,Middle Age,273.0,3.0,1686,24,1,0,1,0,1,1
PhD,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,32,Early Adulthood,337.0,0.75,324,12,1,1,2,1,1,3
Postgraduate,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,35,Midlife,257.0,0.3333333333333333,69,6,1,1,2,1,1,2
Postgraduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,59,Pre-retirement,793.0,0.5,252,11,2,2,4,1,1,3
Basic,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,49,Middle Age,723.0,0.16666666666666666,54,4,1,1,2,1,0,2
Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,53,Middle Age,663.0,1.8,964,23,2,2,4,1,0,1
Postgraduate,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,63,Pre-retirement,682.0,1.75,1327,26,2,1,3,1,0,1
PhD,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,Middle Age,283.0,0.3333333333333333,68,5,2,2,4,1,0,3
Postgraduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,55,Pre-retirement,733.0,0.125,60,4,2,0,2,0,0,2
Postgraduate,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,59,Pre-retirement,613.0,0.14285714285714285,55,4,1,2,3,1,1,3
Postgraduate,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,48,Middle Age,294.0,3.0,1456,20,2,0,2,0,1,1
2n Cycle,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,56,Pre-retirement,604.0,1.25,563,17,1,1,2,1,0,1
Postgraduate,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,60,Pre-retirement,681.0,1.4,1504,22,1,1,2,1,0,1
Postgraduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,47,Middle Age,251.0,1.3333333333333333,564,17,1,2,3,1,0,1
Postgraduate,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,51,Middle Age,400.0,4.0,1125,22,2,0,2,0,1,1
Postgraduate,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,55,Pre-retirement,221.0,0.8571428571428571,358,13,2,1,3,1,1,0
PhD,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,43,Midlife,385.0,0.125,42,4,2,1,3,1,0,3
Postgraduate,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,50,Middle Age,251.0,0.6666666666666666,184,8,2,1,3,1,1,0
Postgraduate,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,31,Early Adulthood,622.0,0.75,460,14,2,1,3,1,0,3
PhD,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,69,Retirement Age,217.0,0.375,145,7,1,0,1,0,1,3
Postgraduate,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,67,Retirement Age,714.0,1.5,1376,24,2,0,2,0,1,1
PhD,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,45,Middle Age,710.0,1.375,792,21,1,1,2,1,0,0
Postgraduate,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,62,Pre-retirement,796.0,2.0,1382,22,2,0,2,0,0,1
Basic,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,Retirement Age,771.0,0.14285714285714285,28,3,2,0,2,0,0,2
Postgraduate,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,68,Retirement Age,459.0,3.0,1033,23,2,0,2,0,0,0
Postgraduate,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,45,Middle Age,581.0,1.4,882,20,1,1,2,1,0,0
PhD,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,65,Retirement Age,668.0,2.0,2231,13,2,0,2,0,3,1
PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,53,Middle Age,806.0,1.3333333333333333,1101,16,2,1,3,1,2,0
Postgraduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,40,Midlife,840.0,0.8333333333333334,369,11,2,1,3,1,0,3
2n Cycle,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,34,Early Adulthood,307.0,0.14285714285714285,48,4,1,1,2,1,0,2
PhD,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,65,Retirement Age,687.0,0.875,467,15,1,1,2,1,2,0
Postgraduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,43,Midlife,736.0,0.2857142857142857,44,5,1,2,3,1,0,2
Basic,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,35,Midlife,654.0,0.3333333333333333,38,6,1,2,3,1,0,2
Postgraduate,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,46,Middle Age,420.0,0.3333333333333333,81,6,2,2,4,1,0,3
Postgraduate,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,43,Midlife,514.0,0.5555555555555556,167,8,1,1,2,1,1,3
PhD,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,59,Pre-retirement,235.0,0.25,45,5,2,2,4,1,0,3
Postgraduate,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,42,Midlife,584.0,1.4,664,18,2,1,3,1,0,1
2n Cycle,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,50,Middle Age,477.0,1.75,622,17,2,1,3,1,0,0
2n Cycle,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,35,Midlife,661.0,0.2857142857142857,48,5,1,1,2,1,0,2
Postgraduate,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,39,Midlife,434.0,1.5,461,14,2,1,3,1,0,0
Postgraduate,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,37,Midlife,498.0,1.8,1073,25,2,1,3,1,0,1
2n Cycle,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,28,Early Adulthood,480.0,0.3333333333333333,55,6,2,1,3,1,0,2
Postgraduate,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,58,Pre-retirement,645.0,1.5,976,23,2,1,3,1,0,0
PhD,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,34,Early Adulthood,198.0,0.2,20,4,1,1,2,1,0,3
Postgraduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,32,Early Adulthood,602.0,2.0,1149,16,2,0,2,0,0,1
Basic,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,Middle Age,199.0,0.3333333333333333,43,5,2,0,2,0,0,2
Postgraduate,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,39,Midlife,437.0,0.42857142857142855,224,8,2,1,3,1,1,3
PhD,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,40,Midlife,834.0,0.3333333333333333,101,6,1,1,2,1,1,2
PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,68,Retirement Age,622.0,0.6666666666666666,209,9,2,0,2,0,0,3
Postgraduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,29,Early Adulthood,817.0,1.5,968,20,1,0,1,0,0,0
PhD,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,62,Pre-retirement,571.0,0.0,1165,16,2,0,2,0,0,1
Postgraduate,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,47,Middle Age,288.0,0.16666666666666666,24,4,2,1,3,1,0,3
Postgraduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,59,Pre-retirement,793.0,0.5,252,11,2,2,4,1,1,3
Postgraduate,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,29,Early Adulthood,854.0,0.375,165,8,1,1,2,1,0,2
PhD,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,37,Midlife,809.0,0.625,269,11,2,0,2,0,0,2
PhD,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,41,Midlife,512.0,0.42857142857142855,102,6,2,1,3,1,0,3
2n Cycle,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,30,Early Adulthood,517.0,2.0,461,18,2,0,2,0,0,0
Basic,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,35,Midlife,744.0,0.3333333333333333,47,5,1,1,2,1,0,2
PhD,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,38,Midlife,317.0,0.4,144,7,1,2,3,1,0,3
Postgraduate,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,46,Middle Age,808.0,1.5,1338,23,2,0,2,0,0,0
Postgraduate,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,55,Pre-retirement,398.0,1.5714285714285714,917,23,2,1,3,1,0,1
Postgraduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,43,Midlife,729.0,0.625,318,12,2,2,4,1,1,3
Postgraduate,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,47,Middle Age,788.0,0.625,253,10,1,2,3,1,0,3
Postgraduate,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,41,Midlife,831.0,1.0,502,15,2,1,3,1,0,3
Postgraduate,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,31,Early Adulthood,387.0,0.3333333333333333,119,6,2,1,3,1,0,3
2n Cycle,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,35,Midlife,855.0,0.25,1250,16,2,2,4,1,0,0
Postgraduate,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,35,Midlife,424.0,2.0,969,23,2,1,3,1,0,1
Postgraduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,Pre-retirement,513.0,0.4,76,6,2,2,4,1,0,3
PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,51,Middle Age,263.0,0.25,62,5,1,2,3,1,0,3
2n Cycle,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,52,Middle Age,503.0,3.0,1382,25,2,0,2,0,1,1
Postgraduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,38,Midlife,327.0,0.3333333333333333,84,6,1,1,2,1,0,3
Postgraduate,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,62,Pre-retirement,536.0,0.5,255,9,2,2,4,1,1,3
Postgraduate,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,54,Middle Age,565.0,0.16666666666666666,43,4,2,2,4,1,0,2
Postgraduate,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,59,Pre-retirement,454.0,1.0,398,13,1,1,2,1,0,0
Postgraduate,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,37,Midlife,259.0,0.5,76,6,1,1,2,1,0,3
Postgraduate,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,50,Middle Age,208.0,1.5,902,13,2,2,4,1,1,0
2n Cycle,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,33,Early Adulthood,243.0,1.75,823,20,2,1,3,1,0,1
Postgraduate,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,38,Midlife,187.0,2.3333333333333335,1179,24,2,1,3,1,0,1
Postgraduate,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,40,Midlife,808.0,1.6666666666666667,1921,28,2,1,3,1,1,1
Postgraduate,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,63,Pre-retirement,612.0,0.6,185,8,2,2,4,1,0,0
Postgraduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,48,Middle Age,651.0,0.7142857142857143,433,14,1,2,3,1,1,3
Postgraduate,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,63,Pre-retirement,355.0,0.14285714285714285,34,4,2,2,4,1,1,3
Postgraduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,56,Pre-retirement,571.0,1.0,907,22,2,1,3,1,0,0
PhD,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,48,Middle Age,389.0,0.0,416,25,1,2,3,1,0,2
Postgraduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,50,Middle Age,575.0,0.4,44,6,1,2,3,1,0,2
Postgraduate,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,58,Pre-retirement,247.0,4.0,1588,16,2,0,2,0,1,1
PhD,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,40,Midlife,786.0,1.0,1797,16,1,0,1,0,1,0
Postgraduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,48,Middle Age,818.0,0.125,40,4,2,2,4,1,0,3
PhD,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,51,Middle Age,775.0,0.4444444444444444,1143,15,1,1,2,1,0,3
Postgraduate,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,45,Middle Age,186.0,4.0,914,13,2,0,2,0,1,1
Postgraduate,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,22,Young Adults,710.0,0.2857142857142857,1502,11,2,0,2,0,1,0
Postgraduate,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,60,Pre-retirement,685.0,2.5,1338,17,1,1,2,1,0,1
PhD,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,31,Early Adulthood,528.0,0.1111111111111111,27,4,2,1,3,1,0,2
2n Cycle,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,32,Early Adulthood,459.0,1.8,763,20,2,1,3,1,1,0
Postgraduate,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,63,Pre-retirement,530.0,0.7142857142857143,1331,21,1,0,1,0,1,1
Postgraduate,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,58,Pre-retirement,487.0,1.2,525,16,2,2,4,1,0,0
PhD,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,Middle Age,199.0,0.14285714285714285,9,3,2,2,4,1,0,2
Postgraduate,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,52,Middle Age,268.0,1.25,953,13,2,1,3,1,1,0
Postgraduate,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,43,Midlife,446.0,0.2857142857142857,68,5,1,2,3,1,0,3
Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,43,Midlife,453.0,0.3333333333333333,131,7,1,2,3,1,0,3
Postgraduate,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,46,Middle Age,509.0,2.0,882,20,2,1,3,1,0,0
2n Cycle,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,36,Midlife,848.0,1.2857142857142858,1149,23,2,0,2,0,0,0
Postgraduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,45,Middle Age,472.0,0.125,37,4,2,1,3,1,0,2
PhD,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,49,Middle Age,493.0,1.0,388,13,1,1,2,1,0,0
Postgraduate,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,28,Early Adulthood,684.0,2.0,1428,15,2,0,2,0,1,1
Postgraduate,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,56,Pre-retirement,587.0,3.0,1633,23,2,0,2,0,0,1
Postgraduate,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,39,Midlife,588.0,0.4444444444444444,173,7,2,1,3,1,1,2
Postgraduate,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,27,Early Adulthood,449.0,0.4444444444444444,99,7,1,1,2,1,0,2
Postgraduate,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,55,Pre-retirement,656.0,0.5714285714285714,215,9,2,1,3,1,0,3
PhD,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,52,Middle Age,682.0,1.0,929,23,2,1,3,1,0,0
Postgraduate,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,40,Midlife,286.0,0.5714285714285714,219,9,2,1,3,1,0,3
Postgraduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,37,Midlife,476.0,0.5,174,8,2,2,4,1,1,0
Postgraduate,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,36,Midlife,751.0,0.4,92,6,2,2,4,1,0,3
PhD,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,44,Midlife,478.0,2.0,1052,24,2,0,2,0,0,1
Postgraduate,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,57,Pre-retirement,649.0,0.6666666666666666,275,11,2,1,3,1,1,3
2n Cycle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,59,Pre-retirement,880.0,1.1666666666666667,587,14,2,1,3,1,0,0
PhD,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,60,Pre-retirement,830.0,1.3333333333333333,1662,22,1,1,2,1,1,0
PhD,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,32,Early Adulthood,688.0,0.4444444444444444,159,8,2,1,3,1,0,3
Postgraduate,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,61,Pre-retirement,576.0,1.5,1024,17,1,0,1,0,4,1
Postgraduate,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,46,Middle Age,252.0,0.3333333333333333,35,5,1,1,2,1,0,2
Postgraduate,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,57,Pre-retirement,487.0,2.0,1042,14,2,0,2,0,0,0
Postgraduate,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,49,Middle Age,389.0,0.8571428571428571,395,14,2,2,4,1,0,0
PhD,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,39,Midlife,840.0,1.2,557,22,2,0,2,0,4,1
PhD,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,51,Middle Age,191.0,0.0,9,0,2,2,4,1,0,2
Postgraduate,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,24,Young Adults,541.0,0.2857142857142857,69,5,2,0,2,0,0,2
PhD,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,48,Middle Age,354.0,1.3333333333333333,486,15,2,1,3,1,0,0
Postgraduate,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,26,Early Adulthood,332.0,0.125,34,4,1,1,2,1,0,2
2n Cycle,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,19,Young Adults,834.0,0.8333333333333334,1365,27,1,0,1,0,3,1
Postgraduate,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,39,Midlife,591.0,0.125,13,3,2,1,3,1,0,2
PhD,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,36,Midlife,793.0,2.0,1401,20,2,0,2,0,0,1
Postgraduate,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,53,Middle Age,719.0,1.3333333333333333,1574,13,2,0,2,0,1,0
PhD,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,30,Early Adulthood,477.0,2.0,1323,19,1,0,1,0,1,1
Postgraduate,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,43,Midlife,506.0,1.6666666666666667,1217,28,1,1,2,1,2,1
Postgraduate,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,63,Pre-retirement,774.0,0.3333333333333333,103,6,1,3,4,1,0,0
Postgraduate,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,38,Midlife,545.0,0.2857142857142857,84,6,2,0,2,0,0,2
PhD,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,42,Midlife,704.0,2.0,1536,22,2,0,2,0,0,1
Postgraduate,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,29,Early Adulthood,834.0,1.1428571428571428,581,16,2,1,3,1,0,0
PhD,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,48,Middle Age,784.0,1.6666666666666667,928,13,2,1,3,1,0,0
2n Cycle,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,39,Midlife,381.0,0.16666666666666666,14,3,1,0,1,0,0,2
Postgraduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,35,Midlife,511.0,1.0,424,14,1,1,2,1,0,0
Postgraduate,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,43,Midlife,443.0,2.5,960,13,2,1,3,1,0,0
Postgraduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,32,Early Adulthood,782.0,1.5,1555,19,2,0,2,0,2,1
